timestamp,apiTime,applicationTime,databaseTime,endpointUrl,queueSizeForward,queueSizeBack,replicaId
1655458872192,150,138,7,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458872201,153,141,9,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458872331,266,130,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458872344,272,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458872462,379,128,4,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458872473,387,130,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458872591,495,132,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458872603,498,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458872723,614,128,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458872731,611,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458872852,731,131,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458872859,730,129,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458872983,856,132,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458872988,855,134,8,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458873116,971,127,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458873122,977,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458873243,1089,128,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458873250,1090,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458873371,1207,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458873377,1209,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458873498,1327,127,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458873504,1328,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458873625,1445,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458873631,1450,131,8,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458873752,1561,129,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458873762,1564,126,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458873881,1681,128,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458873888,1674,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458874009,1790,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458874015,1791,126,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458874136,1909,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458874141,1911,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458874263,2032,131,7,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458874269,2032,127,4,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458874394,2156,128,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458874396,2156,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458874522,2270,127,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458874523,2270,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458874650,2394,130,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458874651,2394,130,7,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458874780,2519,127,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458874782,2519,126,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458874907,2632,127,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458874908,2632,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458875035,2750,127,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458875036,2750,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458875162,2869,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458875163,2868,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458875289,2989,128,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458875290,2989,128,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458875417,3109,127,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458875418,3108,128,5,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458875545,3226,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458875546,3226,126,1,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458875671,3344,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458875672,3344,126,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458875798,3463,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458875798,3463,127,4,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458875924,3583,128,4,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458875925,3581,128,4,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458876052,3700,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458876054,3701,125,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458876179,3824,129,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458876180,3816,126,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458876308,3939,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458876307,3939,133,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458876435,4058,127,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458876440,4058,126,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458876562,4175,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458876567,4175,126,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458876689,4293,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458876693,4293,126,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458876815,4411,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458876819,4411,125,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458876942,4548,129,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458876944,4540,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458877072,4661,133,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458877071,4652,132,7,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458877205,4779,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458877203,4768,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458877331,4895,127,4,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458877330,4887,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458877459,5015,127,4,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458877457,5007,128,4,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458877586,5134,129,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458877585,5125,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458877716,5250,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458877713,5242,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458877842,5368,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458877841,5360,126,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458877968,5490,134,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458877968,5479,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458878104,5611,128,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458878096,5598,126,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458878233,5731,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458878222,5715,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458878361,5855,132,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458878349,5838,131,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458878493,5980,132,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458878480,5957,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458878626,6098,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458878607,6076,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458878753,6216,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458878734,6192,128,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458878879,6329,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458878862,6308,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458879005,6466,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458878989,6457,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458879132,6576,139,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458879117,6549,130,4,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458879271,6697,128,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458879247,6677,136,8,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458879400,6816,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458879384,6794,131,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458879528,6930,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458879515,6915,128,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458879655,7054,132,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458879643,7033,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458879787,7173,128,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458879771,7153,128,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458879915,7295,130,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458879899,7273,129,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458880045,7414,128,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458880028,7396,132,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458880173,7533,128,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458880160,7514,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458880302,7650,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458880288,7632,126,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458880428,7769,127,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458880414,7752,129,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458880556,7885,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458880543,7869,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458880683,8003,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458880671,7986,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458880810,8125,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458880798,8099,126,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458880937,8234,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458880924,8219,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458881064,8356,130,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458881052,8337,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458881195,8478,130,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458881180,8456,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458881325,8593,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458881308,8572,126,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458881451,8710,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458881435,8691,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458881577,8827,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458881562,8811,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458881703,8945,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458881690,8930,128,4,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458881830,9063,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458881819,9048,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458881956,9186,131,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458881946,9168,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458882088,9304,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458882074,9287,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458882214,9421,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458882202,9404,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458882342,9538,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458882329,9523,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458882468,9658,127,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458882456,9642,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458882596,9785,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458882585,9766,128,4,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458882723,9889,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458882713,9877,128,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458882850,10006,125,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458882841,9984,128,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458882976,10129,141,17,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458882969,10104,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458883117,10246,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458883097,10230,136,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458883244,10367,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458883233,10343,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458883370,10475,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458883360,10461,128,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458883497,10596,129,5,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458883488,10580,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458883626,10712,126,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458883615,10698,128,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458883752,10831,128,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458883743,10816,126,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458883880,10954,131,6,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458883870,10936,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458884011,11073,129,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458883998,11055,128,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458884140,11188,129,5,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458884126,11167,126,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458884269,11305,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458884252,11285,127,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458884395,11425,129,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458884379,11403,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458884524,11543,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458884507,11519,127,4,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458884651,11668,127,2,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458884635,11634,126,2,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458884778,11772,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458884761,11752,127,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458884904,11892,126,3,do-register,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458884888,11873,130,3,do-register,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885167,25,7,5,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885175,39,8,3,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885169,31,5,3,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885183,84,3,2,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885175,43,8,1,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885184,52,1,1,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885189,120,4,2,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885186,106,3,2,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885185,85,2,2,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885188,88,1,1,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885193,128,2,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885195,138,2,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885189,105,2,1,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885218,165,7,2,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885241,229,25,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885225,170,5,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885214,145,4,2,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885208,155,2,2,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885225,154,4,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885327,294,11,11,add-company,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885303,285,11,11,add-company,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885287,264,11,11,add-company,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885221,184,16,16,add-company,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885266,238,12,12,add-company,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885302,272,9,9,add-company,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885241,210,9,9,add-company,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885267,224,10,10,add-company,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885236,206,13,13,add-company,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885218,166,12,12,add-company,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885233,161,2,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885218,126,6,2,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885231,155,4,2,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885267,263,38,2,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885240,190,9,2,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885250,208,17,1,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885434,328,7,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885230,146,2,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885235,171,5,2,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885236,185,4,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885356,309,9,9,add-company,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885303,271,30,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885396,324,39,2,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885288,249,14,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885429,347,11,11,add-company,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885345,307,89,1,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885396,311,15,15,add-company,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885306,297,38,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885266,202,21,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885541,390,5,3,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885442,363,19,1,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885333,266,62,2,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885547,410,6,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885517,373,24,3,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885461,357,42,9,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885503,364,13,5,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885436,319,25,5,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885553,430,39,3,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885461,358,51,3,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885547,407,6,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885512,382,35,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885436,280,15,15,add-company,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885592,413,22,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885554,406,58,1,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885461,306,8,8,add-company,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885615,428,13,2,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885629,463,15,2,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885460,299,14,14,add-company,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885612,423,16,2,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885629,454,2,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885660,513,6,1,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885547,366,14,14,add-company,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885644,485,15,3,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885660,518,6,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885632,461,28,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885533,333,7,7,add-company,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885503,315,15,15,add-company,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885504,322,10,10,add-company,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885724,587,9,1,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655458885547,372,15,15,add-company,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655458885666,497,18,1,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
